Genome Name,Data could not be classified,Amikacin,Tobramycin,Gentamycin,Imipenem,Meropenam,Doripenem,Ciprofloxacin,Levofloxacin,Piperacillin/tazobactam,Ticarcillin/clavulanic acid,Cefotaxime,Ceftriaxone,Ceftazidime,Cefepime,Trimethoprim/sulfamethoxazole,Ampicillin/sulbactam,Colistin,polymyxin B,Tetracycline,Doxicycline ,Minocycline,
Acinetobacter baumannii strain MRSN7617,Possible MDR,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7619,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7626,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7627,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7628,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7629,Possible XDR,Susceptible,Susceptible,Resistant,NA,Susceptible,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7631,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7636,Possible MDR,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,Resistant,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7639,Possible MDR,Resistant,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7640,Possible XDR,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7642,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7643,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7644,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7646,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7647,Possible MDR,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7648,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7649,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7653,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7654,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7658,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7659,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,Susceptible,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7660,Possible MDR,Susceptible,NA,Resistant,NA,Susceptible,NA,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7662,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7667,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7668,Possible XDR,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7669,Possible MDR,Resistant,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7670,Possible MDR,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,NA,NA,NA,
Acinetobacter baumannii strain MRSN7671,Possible MDR,Resistant,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7672,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,Susceptible,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7673,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7674,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7675,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7676,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7677,Possible XDR,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7678,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7679,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7683,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7684,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7686,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7689,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,NA,NA,NA,
Acinetobacter baumannii strain MRSN7690,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,NA,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7693,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7694,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7695,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7697,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7698,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7699,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7701,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7703,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7706,Possible XDR,Resistant,Susceptible,Susceptible,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7707,Possible XDR,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7710,Possible MDR,Resistant,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7711,Possible MDR,Resistant,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7712,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7713,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7714,Possible MDR,Resistant,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7716,Possible MDR,Susceptible,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7717,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7718,Possible XDR,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7720,Possible MDR,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Resistant,NA,NA,NA,NA,Susceptible,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7722,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7723,Possible MDR,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7724,Possible MDR,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7726,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7730,Possible MDR,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,NA,NA,
Acinetobacter baumannii strain MRSN7745,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7748,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7749,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7751,Possible MDR,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7752,Possible MDR,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7753,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7756,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7759,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7760,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7761,Possible MDR,Resistant,NA,Resistant,Susceptible,NA,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7767,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7768,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7769,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7776,Possible MDR,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,NA,NA,
Acinetobacter baumannii strain MRSN7777,Possible XDR,Susceptible,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7779,Possible MDR,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7780,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7787,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7790,Possible XDR,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7791,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7792,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7794,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,NA,NA,NA,
Acinetobacter baumannii strain MRSN7797,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7798,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7799,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7805,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,NA,NA,NA,
Acinetobacter baumannii strain MRSN7806,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7807,Possible MDR,Resistant,NA,Resistant,Susceptible,NA,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7811,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7814,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,NA,NA,NA,
Acinetobacter baumannii strain MRSN7815,Possible MDR,NA,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7816,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,NA,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7817,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,Susceptible,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7818,Possible MDR,Resistant,Resistant,Resistant,Susceptible,Susceptible,Susceptible,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7819,Possible MDR,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7821,Possible MDR,Susceptible,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,NA,NA,NA,
Acinetobacter baumannii strain MRSN7822,Possible XDR,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7824,Possible MDR,Resistant,Resistant,Resistant,Susceptible,Susceptible,Susceptible,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7828,Possible MDR,Resistant,Resistant,Resistant,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7829,Possible MDR,Resistant,Resistant,Resistant,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA,
Acinetobacter baumannii strain MRSN7831,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,Susceptible,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7832,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,Susceptible,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN7834,Possible XDR,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN83,Possible MDR,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN85,Possible XDR,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN867,Possible MDR,NA,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Susceptible,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN870,Possible XDR,Susceptible,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN885,Possible MDR,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN886,Possible MDR,Susceptible,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN888,Possible MDR,Susceptible,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN889,Possible MDR,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA,
Acinetobacter baumannii strain MRSN8899,Possible MDR,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,
